-1,22
-1,31
2470,26
1662,27
461,27
376,26
3729,26
1158,26
2138,26
258,26
684,26
4070,26
409,26
920,26
1487,26
3097,26
67,26
665,26
2050,26
1152,26
1543,27
826,26
2039,26
157,26
1640,26
760,26
2719,27
1214,26
3700,26
3479,27
188,27
3237,27
1511,27
3199,27
2574,26
221,27
3949,26
1352,27
3825,26
3917,27
255,26
171,26
590,27
910,26
1149,27
2103,27
348,27
465,26
3905,26
2991,27
282,27
1595,27
1599,26
1988,26
2644,26
2120,27
2549,27
3786,26
84,27
1962,26
223,26
2137,27
2998,26
661,27
3883,26
3386,27
2552,26
3319,27
669,27
337,26
1549,27
2529,27
3327,27
3110,27
2598,26
563,26
687,26
1403,27
1878,26
2688,26
865,26
2425,26
1285,26
4013,26
3010,26
1034,26
3354,26
2020,26
623,26
2267,26
2885,26
1426,26
1207,26
1256,26
1120,27
2728,26
2994,27
2441,27
1011,26
190,26
2128,27
819,27
1073,27
268,26
1365,26
4030,27
2325,26
2468,26
3598,27
2775,26
968,26
3964,27
1875,26
3130,27
1165,27
941,26
3671,27
3803,26
515,26
3809,27
3941,26
1083,27
1965,27
143,27
120,26
166,27
1975,27
1683,27
2418,27
3166,27
1222,27
254,27
2948,27
3704,27
2858,26
3226,26
674,26
3853,27
1829,27
2996,27
1812,26
2832,26
1265,27
1322,27
1435,27
1054,26
2819,26
2322,26
1967,26
3257,27
843,27
2229,26
3897,26
462,27
2346,26
1923,27
1515,27
260,27
2352,27
2445,27
1816,26
553,27
3752,26
312,27
1753,27
2710,26
3460,26
235,26
1908,27
1583,27
3064,27
2147,26
1086,27
3477,26
2439,26
2483,27
40,27
2940,27
1505,26
2862,26
1929,27
2220,27
3542,26
2453,27
3344,26
1046,26
896,26
1997,27
3674,26
3696,26
998,26
3692,27
544,27
3000,27
782,26
3816,27
2766,26
3820,26
1000,27
2492,26
1,26
567,27
4083,26
2080,26
3616,26
1627,26
1263,26
306,27
2043,26
986,26
506,26
2389,26
1459,26
1963,26
1647,26
1486,27
3880,26
2117,27
649,26
1084,26
1897,26
1756,27
3872,26
3193,26
3750,26
60,26
1830,27
219,26
3555,27
1248,26
3030,26
3617,26
3014,27
3126,26
1376,26
3152,27
821,26
3561,26
378,26
3769,26
3016,26
3412,27
1462,27
2625,26
565,26
2065,26
608,26
3051,26
1478,26
2186,26
113,26
3553,27
2142,26
2074,27
3847,26
2605,26
386,27
934,27
637,26
1124,26
4011,26
571,26
1612,26
158,26
133,26
967,27
3662,26
3104,26
1320,27
2694,27
479,26
3678,26
1413,26
1493,26
586,27
3821,26
1315,26
1497,27
3529,26
1253,26
261,26
2512,26
354,26
2421,26
3132,26
3973,26
172,26
3552,27
3815,26
2173,26
3615,26
3882,26
3392,26
3915,27
1678,26
2191,26
1217,27
3963,26
2845,26
147,26
1845,26
1396,26
2582,26
321,26
3054,26
3677,26
4060,26
3172,26
2396,26
3929,26
2868,26
1540,26
1411,26
3984,26
1724,26
2122,26
1308,26
1746,26
3308,26
3198,26
1789,26
2371,26
3559,26
3163,26
642,26
4085,26
834,26
2431,26
1166,26
3087,26
1449,26
863,26
2952,26
3813,26
1862,26
577,26
2215,26
1949,26
1143,26
905,27
2391,26
1027,26
