1731,2705
1737,2704
1738,2696
1740,2725
1741,2703
1749,2704
1764,2710
1765,2699
1769,2705
1770,2705
1787,2698
1788,2711
1793,2704
1796,2725
1802,2693
1804,2679
1808,2712
1809,2702
1814,2697
1818,2700
1836,2709
1837,2703
1842,2705
1845,2705
1849,2704
1852,2700
1855,2701
1857,2705
1863,2707
1868,2730
1870,2677
1873,2702
1877,2703
1884,2709
1890,2706
1895,2701
1896,2711
1922,2715
1923,2706
1937,2708
1938,2713
1943,2700
1944,2693
1946,2710
1948,2696
1953,2707
1961,2703
1969,2703
1975,2706
1976,2702
1981,2701
1985,2703
1986,2714
1995,2703
1997,2703
2012,2686
2013,2703
2017,2708
2020,2695
2023,2701
2036,2704
2042,2710
2043,2704
2047,2707
2052,2692
2059,2704
2061,2703
2063,2701
2064,2706
2065,2702
2067,2706
2076,2704
2078,2714
2082,2699
2089,2703
2109,2702
2111,2705
2113,2703
2133,2704
2136,2703
2137,2704
2138,2708
2163,2702
2171,2702
2175,2705
2176,2703
2178,2699
2189,2703
2190,2719
2193,2705
2197,2703
2208,2703
2216,2703
2218,2707
2220,2703
2224,2698
2227,2706
2233,2705
2236,2703
2250,2701
2252,2705
2253,2702
2258,2708
2261,2706
2272,2710
2273,2702
2275,2704
2278,2705
2280,2711
2282,2697
2287,2706
2303,2701
2304,2698
2309,2704
2310,2690
2312,2718
2314,2705
2315,2702
2318,2720
2321,2708
2325,2705
2330,2688
2332,2715
2335,2703
2336,2709
2338,2705
2344,2701
2345,2703
2350,2688
2374,2689
2386,2716
2387,2699
2390,2706
2391,2700
2393,2703
2394,2695
2395,2706
2400,2704
2403,2705
2406,2705
2409,2707
2415,2704
2419,2702
2423,2705
2424,2707
2428,2706
2435,2703
2441,2704
2442,2697
2445,2702
2459,2703
2462,2703
2464,2700
2467,2701
2479,2700
2482,2699
2483,2701
2491,2705
2505,2699
2509,2705
2511,2704
2512,2692
2519,2704
2532,2709
2535,2703
2537,2703
2538,2703
2547,2703
2550,2703
2552,2704
2557,2703
2560,2691
2570,2713
2571,2705
2572,2713
2575,2704
2578,2701
2580,2688
2582,2708
2583,2704
2587,2704
2588,2709
2590,2713
2592,2694
2596,2711
2598,2703
2609,2703
2613,2703
2614,2704
2617,2703
2621,2703
2626,2717
2630,2737
2631,2704
2633,2705
2634,2692
2645,2702
2649,2704
2657,2703
2665,2703
2678,2704
2683,2704
2684,2701
2685,2705
2692,2726
2694,2697
2712,2712
2718,2691
2720,2699
2721,2703
2726,2700
2730,2695
2744,2702
2756,2673
2761,2705
2763,2702
2764,2718
2767,2704
2770,2694
2771,2705
2776,2710
2778,2696
2780,2700
2781,2704
2791,2703
2808,2706
2812,2701
2815,2702
2816,2713
2822,2714
2830,2688
2831,2703
2837,2704
2838,2700
2846,2704
2847,2707
2849,2701
2855,2702
2862,2714
2867,2703
2872,2704
2878,2701
2881,2703
2883,2704
2888,2700
2897,2701
2898,2695
2901,2701
2902,2707
2903,2706
2904,2693
2906,2720
2909,2702
2910,2702
2915,2704
2922,2713
2923,2702
2926,2707
2930,2693
2934,2705
2937,2704
2938,2710
2949,2704
2950,2716
2966,2693
2971,2701
2976,2707
2979,2704
2980,2703
2986,2701
3004,2706
3010,2706
3017,2707
3030,2689
3033,2707
3037,2704
3039,2699
3051,2706
3054,2705
3059,2702
3060,2702
3063,2704
3064,2699
3068,2702
3070,2704
3077,2704
3083,2703
3086,2711
3087,2703
3088,2711
3091,2703
3106,2713
3111,2703
3122,2707
3133,2704
3143,2703
3145,2703
3146,2709
3152,2704
3156,2709
3158,2698
3160,2702
3169,2702
3186,2701
3189,2702
3201,2704
3203,2703
3206,2710
3208,2726
3209,2703
3212,2696
3216,2692
3219,2703
3222,2710
3223,2704
3226,2703
3227,2706
3231,2704
3239,2702
3246,2700
3253,2702
3259,2704
3262,2705
3264,2695
3267,2704
3269,2705
3270,2692
3271,2703
3284,2701
3286,2715
3291,2705
3296,2711
3300,2697
3301,2705
3304,2689
3307,2700
3308,2710
3310,2698
3321,2704
3334,2709
3342,2694
3344,2711
3350,2703
3353,2704
3369,2705
3372,2703
3373,2702
3387,2704
3388,2701
3391,2704
3392,2686
3397,2704
3403,2702
3407,2704
3412,2694
3414,2700
3421,2705
3422,2699
3423,2703
3425,2703
3429,2704
3431,2701
3440,2706
3441,2702
3442,2700
3450,2704
3461,2701
3462,2703
3476,2714
3482,2720
3487,2704
3488,2699
3495,2705
3498,2706
3508,2711
3511,2703
3516,2705
3524,2697
3526,2712
3535,2703
3540,2707
3547,2703
3553,2704
3559,2704
3562,2705
3566,2708
3567,2704
3569,2703
3573,2704
3578,2705
3582,2705
3584,2733
3587,2704
3589,2702
3591,2705
3616,2702
3622,2701
3638,2705
3639,2704
3640,2702
3642,2707
3650,2697
3668,2702
3670,2704
3674,2702
3676,2703
3681,2704
3686,2702
3687,2705
3690,2694
3693,2705
3709,2704
3711,2704
3712,2727
3715,2703
